Title;Author;Price;Url
Война после Победы. Бандера и Власов: приговор без с...;Гаспарян А.;288 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/voyna-posle-pobedy-bandera-i-vlasov-prigovor-bez-sroka-davnosti-piter-poket
Ложь Посполита. Питер покет;Гаспарян А.;288 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/lozh-pospolita-piter-poket
Тайна личности Ленина. Питер покет;Гаспарян А.;288 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/tayna-lichnosti-lenina-piter-poket
Убить Сталина. Реальные истории покушений и заговоро...;Гаспарян А.;288 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/ubit-stalina-realnye-istorii-pokusheniy-i-zagovorov-protiv-sovetskogo-vozhdya-piter-poket
Россия в огне Гражданской войны. Питер покет;Гаспарян А.;288 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/rossiya-v-ogne-grazhdanskoy-voyny-piter-poket
Россия и Германия. Друзья или враги? Питер покет;Гаспарян А.;288 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/rossiya-i-germaniya-druzya-ili-vragi-piter-poket
ДеНАЦИфикация Украины. Питер покет;Гаспарян А.;431 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/denatsifikatsiya-ukrainy-piter-poket
Крах великой империи: загадочная история самой крупн...;Гаспарян А.;431 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/krah-velikoy-imperii-zagadochnaya-istoriya-samoy-krupnoy-geopoliticheskoy-katastrofy-piter-poket
"Комплект: Средневековая Русь + ""Рим"".мир сериала";;1414 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/komplekt-srednevekovaya-rus-rimmir-seriala
Комплект: Солдат императора + Дед;;1169 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/komplekt-soldat-imperatora-ded
Комплект: Огонь, дрова, мясо + Трусливый ястреб;;1180 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/komplekt-ogon-drova-myaso-truslivyy-yastreb
Комплект: Война на уничтожение + Русско-японская война;;910 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/komplekt-voyna-na-unichtozhenie-russko-yaponskaya-voyna
Комплект: Война на уничтожение + Инцидент;;910 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/komplekt-voyna-na-unichtozhenie-intsident
Комплект: Викинги. История эпохи + Вехи русской истории;;591 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/komplekt-vikingi-istoriya-epohi-vehi-russkoy-istorii
Интимные места Фортуны (Питер покет);Мэннинг;431 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/intimnye-mesta-fortuny-piter-poket
Деды и прадеды (Питер покет);Конаныхин Д.;431 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/dedy-i-pradedy-piter-poket
"""ГESS"" Тайный план Черчилля (Питер покет)";Сосновский;466 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/gess-taynyy-plan-cherchillya-piter-poket
За пределами разума: что мы думаем и как мы к этому ...;Фернандес-Арместо;1194 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/za-predelami-razuma-chto-my-dumaem-i-kak-my-k-etomu-prishli
Сожжение книг;Овенден;1194 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/sozhzhenie-knig
Первая война за иракскую нефть. Месопотамский театр ...;Копылов К.;815 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/pervaya-voyna-za-irakskuyu-neft-mesopotamskiy-teatr-pervoy-mirovoy
Америка: Без царя в голове;Злобин Н.;839 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/amerika-bez-tsarya-v-golove
Интимные места Фортуны;Мэннинг;828 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/intimnye-mesta-fortuny
Непобедимый. Жизнь и сражения Александра Суворова. Ч...;Кипнис Б.;249 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/nepobedimyy-zhizn-i-srazheniya-aleksandra-suvorova-chast-2-audiokniga
Современный фашизм. Предисловие Дмитрий GOBLIN Пучко...;Жуков К.;99 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/sovremennyy-fashizm-predislovie-dmitriy-goblin-puchkov-poket
Непобедимый. Жизнь и сражения Александра Суворова. Ч...;Кипнис Б.;249 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/nepobedimyy-zhizn-i-srazheniya-aleksandra-suvorova-audiokniga
СВЕЖЕОТБЫВШИЕ на тот свет;Лимонов Э.;335 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/svezheotbyvshie-na-tot-svet
Полное собрание стихотворений и поэм. В 4 томах. Том 1;Лимонов Э.;2880 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/polnoe-sobranie-stihotvoreniy-i-poem-tom-1
Страна пирамид. Новейшие открытия археологов в Египте;Лебедев М.;1199 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/strana-piramid-noveyshie-otkrytiya-arheologov-v-egipte
Забытые гробницы. Тайны древнеегипетского некрополя;Лебедев М.;1199 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/zabytye-grobnitsy-tayny-drevneegipetskogo-nekropolya
Шуры-муры на Калининском;Рождественская Е.;719 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/shury-mury-na-kalininskom
Солдат императора;Жуков К.;1079 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/soldat-imperatora
Непобедимый. Жизнь и сражения Александра Суворова;Кипнис Б.;1374 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/nepobedimyy-zhizn-i-srazheniya-aleksandra-suvorova
Дед;Жуков К.;599 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/ded
Инцидент;Жуков К.;563 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/intsident
Первая семья: Джузеппе Морелло и зарождение американ...;Дэш;839 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/pervaya-semya-klan-dzhuzeppe-morello-i-zarozhdenie-amerikanskoy-mafii-predislovie-dmitriy-goblin-puchkov
Война на уничтожение. Третий рейх и геноцид советско...;Яковлев Е.;840 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/voyna-na-unichtozhenie-chto-gotovil-tretiy-reyh-dlya-rossii-izdanie-2-e-pererab-dop-predislovie-dmitriy-goblin-puchkov
Большая политика TOPLESS;Беляк С.;780 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/bolshaya-politika-topless
Неностальгическая антисоветская книга;Максимов А.;712 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/nenostalgicheskaya-antisovetskaya-kniga
Трусливый ястреб. Предисловие Дмитрий GOBLIN Пучков ...;;647 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/truslivyy-yastreb-predislovie-dmitriy-goblin-puchkov-vne-serii
Трусливый ястреб. Предисловие Дмитрий GOBLIN Пучков;;399 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/truslivyy-yastreb-predislovie-dmitriy-goblin-puchkov
Идеология русской государственности. Континент Росси...;Сергейцев Т.;399 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/ideologiya-russkoy-gosudarstvennosti-kontinent-rossiya-2-e-izdanie-dopolnennoe-2
Народы России. ДНК-генеалогия;Клёсов А.;599 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/narody-rossii-dnk-genealogiya
Троцкий, Сталин, коммунизм;Сарабеев В.;1152 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/trotskiy-stalin-kommunizm
Белый террор. Гражданская война в России. 1917-1920 гг.;Ратьковский И.;1020 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/belyy-terror-grazhdanskaya-voyna-v-rossii-1917-1920-gg
Викинги. История эпохи: 793-1066 гг. Предисловие Дми...;Жуков К.;399 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/vikingi-istoriya-epohi-793-1066-gg-predislovie-dmitriy-goblin-puchkov
Американская империя. Прогноз 2020-2030 гг.;Фридман;399 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/amerikanskaya-imperiya-prognoz-2020-2030-gg
Казино. Любовь и власть в Лас-Вегасе. Предисловие Дм...;Пиледжи;606 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/kazino-lyubov-i-vlast-v-las-vegase-predislovie-dmitriy-goblin-puchkov
Идеология русской государственности. Континент Росси...;Сергейцев Т.;399 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/ideologiya-russkoy-gosudarstvennosti-kontinent-rossiya-chast-2-audiokniga
Идеология русской государственности. Континент Росси...;Сергейцев Т.;399 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/ideologiya-russkoy-gosudarstvennosti-kontinent-rossiya-chast-1-audiokniga
Боевая экология. Как Greenpeace, WWF и другие междун...;Гафуров С.;299 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/boevaya-ekologiya-kak-greenpeace-wwf-i-drugie-mezhdunarodnye-ekologicheskie-organizatsii-podryvayut-razvitie-rossii
Средневековая Русь: от призвания варягов до принятия...;Жуков К.;349 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/srednevekovaya-rus-ot-prizvaniya-varyagov-do-prinyatiya-hristianstva-predislovie-dmitriy-goblin-puchkov-audiokniga
Идеология русской государственности. Континент Россия;Сергейцев Т.;319 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/ideologiya-russkoy-gosudarstvennosti-kontinent-rossiya
Лис Севера. Большая стратегия Владимира Путина (ауди...;Казаков;272 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/lis-severa-bolshaya-strategiya-vladimira-putina-audiokniga
Испанская дивизия – союзник Третьего рейха. 1941-194...;Ковалев Б.;653 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/ispanskaya-diviziya-soyuznik-tretiego-reyha-1941-1945-gg
Огонь, дрова, мясо. Дмитрий Goblin Пучков;GOB;1090 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/ogon-drova-myaso-dmitriy-goblin-puchkov
Ледовый поход Балтийского флота. Кораблекрушение в м...;Назаренко К.;720 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/ledovyy-pohod-baltiyskogo-flota-korablekrushenie-v-more-revolyutsii-predislovie-dmitriy-goblin-puchkov
Чернобыльская тетрадь. Документальное расследование ...;Медведев Г.;349 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/chernobylskaya-tetrad-dokumentalnoe-rassledovanie-audiokniga
Средневековая Русь: от призвания варягов до принятия...;Жуков К.;546 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/srednevekovaya-rus-ot-prizvaniya-varyagov-do-prinyatiya-hristianstva-predislovie-dmitriy-goblin-puchkov
Адмирал Колчак. Протоколы допроса (аудиокнига);;349 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/admiral-kolchak-protokoly-doprosa-audiokniga
Пенсионная реформа и рабочее время. Предисловие Дмит...;Попов М.;217 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/pensionnaya-reforma-i-rabochee-vremya-predislovie-dmitriy-goblin-puchkov-poket
«Рим». Мир сериала;Жуков К.;1306 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/rim-mir-seriala
Лис Севера. Большая стратегия Владимира Путина;Казаков А.;1020 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/lis-severa-bolshaya-strategiya-vladimira-putina
Эпоха мертворожденных. Антиутопия, ставшая реальност...;Бобров Г.;690 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/epoha-mertvorozhdennyh-antiutopiya-stavshaya-realnostyu-predislovie-dmitriy-goblin-puchkov
Древняя Русь. От Рюрика до Батыя. Предисловие Дмитри...;Жуков К.;349 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/drevnyaya-rus-ot-ryurika-do-batyya-predislovie-dmitriy-goblin-puchkov-audiokniga
Философия подвига;Лимонов Э.;424 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/filosofiya-podviga
Чернобыльская тетрадь. Документальное расследование;Медведев Г.;412 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/chernobylskaya-tetrad-dokumentalnoe-rassledovanie
Болезнь, подарившая жизнь;Хорошунова;565 р.;https://www.piter.com/collection/publitsistika-i-istoriya/product/bolezn-podarivshaya-zhizn
