Title;Author;Price;Url
3ds Max 2018 и 2019. Дизайн интерьеров и архитектуры;Миловская О.;630 р.;https://www.piter.com/collection/kompyutery-i-internet/product/3ds-max-2018-i-2019-dizayn-interierov-i-arhitektury
3ds Max 2017. Дизайн интерьеров и архитектуры;Миловская О.;623 р.;https://www.piter.com/collection/kompyutery-i-internet/product/3ds-max-2017-dizayn-interierov-i-arhitektury
Agile для всех;Лемей;725 р.;https://www.piter.com/collection/kompyutery-i-internet/product/agile-dlya-vseh
3ds Max 2018. Дизайн интерьеров и архитектуры;Миловская О.;499 р.;https://www.piter.com/collection/kompyutery-i-internet/product/3ds-max-2018-dizayn-interierov-i-arhitektury
Глубокое обучение;Николенко С.;499 р.;https://www.piter.com/collection/kompyutery-i-internet/product/glubokoe-obuchenie
Глубокое обучение с подкреплением: теория и практика...;Грессер;699 р.;https://www.piter.com/collection/kompyutery-i-internet/product/glubokoe-obuchenie-s-podkrepleniem-teoriya-i-praktika-na-yazyke-python
Идеальный программист. Как стать профессионалом разр...;Мартин;694 р.;https://www.piter.com/collection/kompyutery-i-internet/product/idealnyy-programmist-kak-stat-professionalom-razrabotki-po-3582a4
Программирование для детей. От основ к созданию роботов;Воронин И.;490 р.;https://www.piter.com/collection/kompyutery-i-internet/product/programmirovanie-dlya-detey-ot-osnov-k-sozdaniyu-robotov
Большая книга цифровой фотографии. 2-е издание;Симонович С.;573 р.;https://www.piter.com/collection/kompyutery-i-internet/product/bolshaya-kniga-tsifrovoy-fotografii-2-e-izdanie
Гибкое управление проектами и продуктами;Вольфсон Б.;299 р.;https://www.piter.com/collection/kompyutery-i-internet/product/gibkoe-upravlenie-proektami-i-produktami
Миллионы миллиардов. Как стартовать в игровой индуст...;Михеенко М.;654 р.;https://www.piter.com/collection/kompyutery-i-internet/product/milliony-milliardov-kak-startovat-v-igrovoy-industrii-rabotaya-udalenno-zarabotat-deneg-i-sozdat-igru-svoey-mechty
Идеальный Landing Page. Создаем продающие веб-страницы;Петроченков  А.;199 р.;https://www.piter.com/collection/kompyutery-i-internet/product/idealnyy-landing-page-sozdaem-prodayuschie-veb-stranitsy
